lat,lng,occurred_at,speed,horizontal_accuracy,vertical_accuracy,driver_status,rider_status,battery_level,type
46.1893202,6.1592126,1451603264516,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893202,6.1592125,1451603268317,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893202,6.1592125,1451603268370,0.0,11.0,11.0,\N,looking,1.0,tap
46.18932,6.1592126,1451603273377,0.0,11.0,11.0,\N,looking,1.0,impression
46.18932,6.1592126,1451603273412,0.0,11.0,11.0,\N,looking,1.0,tap
46.18932,6.1592126,1451603274747,0.0,11.0,11.0,\N,looking,1.0,impression
46.18932,6.1592126,1451603274791,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893198,6.1592129,1451603275857,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893198,6.1592129,1451603275889,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893198,6.1592129,1451603278583,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893198,6.1592129,1451603278626,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893196,6.159213,1451603280631,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893196,6.159213,1451603280675,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893196,6.159213,1451603282428,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893196,6.159213,1451603282960,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893192,6.1592135,1451603284033,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893192,6.1592135,1451603284563,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893192,6.1592135,1451603285837,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893192,6.1592135,1451603285885,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893188,6.1592138,1451603288784,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893188,6.1592138,1451603288818,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893188,6.1592138,1451603290411,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893188,6.1592138,1451603290948,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893188,6.1592138,1451603291061,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893183,6.1592143,1451603291594,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893183,6.1592143,1451603291681,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893183,6.1592143,1451603292342,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893183,6.1592143,1451603292868,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893183,6.1592143,1451603294564,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893183,6.1592143,1451603295098,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893179,6.1592147,1451603295979,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893179,6.1592147,1451603296512,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893179,6.1592147,1451603297571,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893179,6.1592147,1451603298117,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893175,6.1592152,1451603301183,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893175,6.1592152,1451603301734,0.0,10.0,10.0,\N,looking,1.0,impression
46.189317,6.1592156,1451603304456,0.0,10.0,10.0,\N,looking,1.0,tap
46.189317,6.1592156,1451603304988,0.0,10.0,10.0,\N,looking,1.0,impression
46.189317,6.1592156,1451603305028,0.0,10.0,10.0,\N,looking,1.0,impression
46.189317,6.1592156,1451603306284,0.0,10.0,10.0,\N,looking,1.0,tap
46.189317,6.1592156,1451603306816,0.0,10.0,10.0,\N,looking,1.0,impression
46.189317,6.1592156,1451603307135,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893166,6.159216,1451603307661,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893166,6.159216,1451603308873,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893166,6.159216,1451603309407,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893166,6.159216,1451603310284,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893166,6.159216,1451603310818,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893161,6.1592165,1451603315181,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893158,6.1592168,1451603315714,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893158,6.1592168,1451603318185,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893158,6.1592168,1451603318722,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893152,6.1592173,1451603320722,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893152,6.1592173,1451603321245,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893139,6.1592186,1451603339180,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893137,6.1592189,1451603339730,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893137,6.1592189,1451603340271,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893137,6.1592189,1451603341344,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893137,6.1592189,1451603341886,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893134,6.1592191,1451603343894,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893134,6.1592191,1451603344433,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893134,6.1592191,1451603346694,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893132,6.1592193,1451603347222,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592193,1451603347592,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893132,6.1592193,1451603348133,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592193,1451603348555,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893132,6.1592193,1451603349078,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592193,1451603349177,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592193,1451603349406,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893132,6.1592193,1451603349929,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592193,1451603350019,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592193,1451603350527,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893132,6.1592193,1451603351073,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592192,1451603351569,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893132,6.1592192,1451603352091,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592192,1451603352452,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893132,6.1592192,1451603352985,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592192,1451603353355,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893132,6.1592192,1451603353887,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893132,6.1592192,1451603354397,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893132,6.1592192,1451603354917,0.0,10.0,10.0,\N,looking,1.0,impression
46.189313,6.1592192,1451603359157,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893128,6.1592193,1451603359700,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893125,6.1592195,1451603368543,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893125,6.1592195,1451603369078,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893125,6.1592195,1451603370559,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893125,6.1592195,1451603371097,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893124,6.1592195,1451603371824,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893124,6.1592195,1451603372366,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893124,6.1592195,1451603372485,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893124,6.1592195,1451603373020,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893124,6.1592195,1451603374920,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893122,6.1592196,1451603375448,0.0,10.0,10.0,\N,looking,1.0,impression
46.189312,6.1592196,1451603379250,0.0,10.0,10.0,\N,looking,1.0,tap
46.189312,6.1592196,1451603379783,0.0,10.0,10.0,\N,looking,1.0,impression
46.189312,6.1592196,1451603381490,0.0,10.0,10.0,\N,looking,1.0,tap
46.189312,6.1592196,1451603382029,0.0,10.0,10.0,\N,looking,1.0,impression
46.189312,6.1592196,1451603383080,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893118,6.1592197,1451603383611,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893118,6.1592197,1451603385997,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893118,6.1592197,1451603386541,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893118,6.1592197,1451603386809,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893116,6.1592196,1451603387372,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893115,6.1592195,1451603391936,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893115,6.1592195,1451603392461,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893115,6.1592195,1451603392881,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893115,6.1592195,1451603393409,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893115,6.1592195,1451603393759,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893115,6.1592195,1451603394359,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893114,6.1592196,1451603396249,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893114,6.1592196,1451603396798,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893114,6.1592196,1451603396882,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893114,6.1592196,1451603397086,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893114,6.1592196,1451603397614,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893114,6.1592196,1451603397669,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893112,6.1592194,1451603399239,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893112,6.1592194,1451603399771,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893112,6.1592194,1451603399830,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893112,6.1592194,1451603401033,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893112,6.1592194,1451603401558,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893112,6.1592194,1451603401642,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893112,6.1592194,1451603401770,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893112,6.1592194,1451603402244,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893112,6.1592194,1451603402772,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893111,6.1592193,1451603403303,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893111,6.1592193,1451603405040,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893111,6.1592193,1451603405570,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893111,6.1592193,1451603406572,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893111,6.1592193,1451603407106,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893108,6.1592194,1451603407823,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893108,6.1592194,1451603408347,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893108,6.1592194,1451603409119,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893108,6.1592194,1451603410535,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893108,6.1592194,1451603410694,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893108,6.1592194,1451603410694,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893104,6.1592197,1451603411520,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893104,6.1592197,1451603412211,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893104,6.1592197,1451603412743,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893104,6.1592197,1451603413139,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893104,6.1592197,1451603413664,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893104,6.1592197,1451603415114,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893101,6.15922,1451603415646,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893101,6.15922,1451603417103,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893101,6.15922,1451603417639,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893101,6.15922,1451603418201,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893101,6.15922,1451603418740,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893097,6.1592204,1451603419882,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893097,6.1592204,1451603420412,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893097,6.1592204,1451603420810,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893097,6.1592204,1451603421332,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893097,6.1592204,1451603421403,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893093,6.1592208,1451603423194,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893093,6.1592208,1451603423727,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893093,6.1592208,1451603424564,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893093,6.1592208,1451603425090,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893093,6.1592208,1451603425182,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893093,6.1592208,1451603426949,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893093,6.1592208,1451603426949,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893093,6.1592208,1451603427018,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893093,6.1592208,1451603427019,0.0,9.0,9.0,\N,looking,1.0,impression
46.189309,6.1592212,1451603428454,0.0,9.0,9.0,\N,looking,1.0,tap
46.189309,6.1592212,1451603428454,0.0,9.0,9.0,\N,looking,1.0,impression
46.189309,6.1592212,1451603429852,0.0,9.0,9.0,\N,looking,1.0,tap
46.189309,6.1592212,1451603429852,0.0,9.0,9.0,\N,looking,1.0,impression
46.189309,6.1592212,1451603429868,0.0,9.0,9.0,\N,looking,1.0,impression
46.189309,6.1592212,1451603429880,0.0,9.0,9.0,\N,looking,1.0,impression
46.189309,6.1592212,1451603431144,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893086,6.1592215,1451603431663,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893086,6.1592215,1451603431954,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893086,6.1592215,1451603432481,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893086,6.1592215,1451603432935,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893086,6.1592215,1451603432938,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893086,6.1592215,1451603433469,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893086,6.1592215,1451603433551,0.0,9.0,9.0,\N,looking,1.0,impression
46.189305,6.1592242,1451603469712,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893049,6.1592241,1451603472291,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893049,6.1592241,1451603474229,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893048,6.1592241,1451603475397,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893048,6.1592241,1451603475923,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893048,6.1592241,1451603476531,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893048,6.1592241,1451603477070,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893047,6.159224,1451603479361,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893047,6.159224,1451603479871,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893047,6.159224,1451603480036,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893047,6.159224,1451603480560,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893047,6.159224,1451603480616,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893047,6.159224,1451603482443,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893047,6.159224,1451603482956,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893046,6.1592241,1451603483497,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893046,6.1592241,1451603483939,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893046,6.1592241,1451603484447,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893046,6.1592241,1451603486220,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893046,6.1592241,1451603486221,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893046,6.159224,1451603487634,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893046,6.159224,1451603487634,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893046,6.159224,1451603489023,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893046,6.159224,1451603489024,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893046,6.1592238,1451603491428,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893046,6.1592238,1451603491483,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893046,6.1592238,1451603492572,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893046,6.1592238,1451603494133,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893045,6.1592237,1451603495367,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893045,6.1592237,1451603496132,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893045,6.1592237,1451603496701,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893045,6.1592238,1451603499613,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893045,6.1592238,1451603500146,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893045,6.1592238,1451603501731,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893045,6.1592238,1451603502255,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893044,6.1592238,1451603506915,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893043,6.159224,1451603507440,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893043,6.159224,1451603509502,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893043,6.159224,1451603509506,0.0,12.0,12.0,\N,looking,1.0,impression
46.1893043,6.159224,1451603510790,0.0,12.0,12.0,\N,looking,1.0,tap
46.1893041,6.1592241,1451603511928,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893041,6.1592241,1451603513632,0.0,11.0,11.0,\N,looking,1.0,tap
46.1893041,6.1592241,1451603513841,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893041,6.1592241,1451603513873,0.0,11.0,11.0,\N,looking,1.0,impression
46.1893041,6.1592241,1451603514869,0.0,11.0,11.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603515426,0.0,11.0,11.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603515676,0.0,11.0,11.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603516206,0.0,11.0,11.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603516273,0.0,11.0,11.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603517237,0.0,11.0,11.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603517238,0.0,11.0,11.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603517866,0.0,11.0,11.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603517867,0.0,11.0,11.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603518365,0.0,11.0,11.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603518365,0.0,11.0,11.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603519182,0.0,10.0,10.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603519183,0.0,10.0,10.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603519549,0.0,10.0,10.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603520212,0.0,10.0,10.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603521331,0.0,10.0,10.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603521412,0.0,10.0,10.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603521725,0.0,10.0,10.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603522358,0.0,10.0,10.0,\N,looking,1.0,tap
46.189304,6.1592242,1451603522888,0.0,10.0,10.0,\N,looking,1.0,impression
46.189304,6.1592242,1451603522969,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893039,6.1592242,1451603526765,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893037,6.1592243,1451603527289,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893037,6.1592243,1451603527575,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893037,6.1592243,1451603528095,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893037,6.1592243,1451603528455,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893037,6.1592243,1451603528993,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893035,6.1592246,1451603531419,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893035,6.1592246,1451603531972,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893033,6.1592248,1451603537211,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893033,6.1592248,1451603537756,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893031,6.159225,1451603540946,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893031,6.159225,1451603541564,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893031,6.159225,1451603542283,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893031,6.159225,1451603542815,0.0,9.0,9.0,\N,looking,1.0,tap
46.189303,6.1592251,1451603543463,0.0,9.0,9.0,\N,looking,1.0,tap
46.189303,6.1592251,1451603543978,0.0,9.0,9.0,\N,looking,1.0,tap
46.189303,6.1592251,1451603545129,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893029,6.1592251,1451603547790,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893029,6.1592251,1451603548351,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893029,6.1592251,1451603548360,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893029,6.1592251,1451603548585,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893029,6.1592251,1451603549122,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893029,6.1592251,1451603549175,0.0,10.0,10.0,\N,looking,1.0,impression
46.189303,6.1592247,1451603560599,0.0,10.0,10.0,\N,looking,1.0,tap
46.189303,6.1592247,1451603561147,0.0,10.0,10.0,\N,looking,1.0,impression
46.189303,6.1592247,1451603561777,0.0,10.0,10.0,\N,looking,1.0,tap
46.189303,6.1592247,1451603562286,0.0,10.0,10.0,\N,looking,1.0,impression
46.189303,6.1592244,1451603565459,0.0,10.0,10.0,\N,looking,1.0,tap
46.189303,6.1592244,1451603566000,0.0,10.0,10.0,\N,looking,1.0,impression
46.189303,6.1592243,1451603569098,0.0,10.0,10.0,\N,looking,1.0,tap
46.189303,6.1592243,1451603569627,0.0,10.0,10.0,\N,looking,1.0,impression
46.189303,6.1592243,1451603570721,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893031,6.1592242,1451603571263,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893031,6.1592242,1451603573192,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893031,6.1592242,1451603573716,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893031,6.1592241,1451603577493,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893031,6.1592241,1451603578026,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893031,6.1592241,1451603580304,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893031,6.1592241,1451603580842,0.0,10.0,10.0,\N,looking,1.0,impression
46.189303,6.1592242,1451603590403,0.0,10.0,10.0,\N,looking,1.0,tap
46.189303,6.1592242,1451603590927,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893029,6.1592243,1451603593770,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893029,6.1592243,1451603594299,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893029,6.1592245,1451603597719,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893029,6.1592245,1451603598245,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893028,6.1592246,1451603603169,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893027,6.1592247,1451603603699,0.0,3.9,3.9,\N,looking,1.0,impression
46.1893027,6.1592247,1451603606544,0.0,3.9,3.9,\N,looking,1.0,tap
46.1893027,6.1592247,1451603607073,0.0,3.9,3.9,\N,looking,1.0,impression
46.1893026,6.1592247,1451603607541,0.0,3.9,3.9,\N,looking,1.0,tap
46.1893026,6.1592247,1451603608081,0.0,3.9,3.9,\N,looking,1.0,impression
46.1893026,6.1592247,1451603608676,0.0,3.9,3.9,\N,looking,1.0,tap
46.1893026,6.1592247,1451603609201,0.0,3.9,3.9,\N,looking,1.0,impression
46.1893025,6.1592248,1451603611560,0.0,3.9,3.9,\N,looking,1.0,tap
46.1893025,6.1592248,1451603611561,0.0,3.9,3.9,\N,looking,1.0,impression
46.1893025,6.1592248,1451603612499,0.0,3.9,3.9,\N,looking,1.0,tap
46.1893025,6.1592248,1451603612499,0.0,3.9,3.9,\N,looking,1.0,impression
46.1893024,6.159225,1451603618810,0.0,3.9,3.9,\N,looking,1.0,lifecycle
46.1893023,6.159225,1451604567045,0.0,3.9,3.9,\N,looking,1.0,lifecycle
46.1893023,6.159225,1451604567262,0.0,3.9,3.9,\N,looking,1.0,impression
46.1893098,6.1591967,1451604567654,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893098,6.1591967,1451604569097,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893098,6.1591967,1451604569636,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893095,6.1591969,1451604571636,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893095,6.1591969,1451604571636,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893094,6.1591969,1451604573874,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893094,6.1591969,1451604573875,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893094,6.1591969,1451604574563,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893094,6.1591969,1451604575105,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893094,6.1591969,1451604575149,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893093,6.1591969,1451604575536,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893093,6.1591969,1451604576068,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893093,6.1591969,1451604576273,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893093,6.1591969,1451604576855,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893093,6.1591969,1451604577985,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893093,6.1591969,1451604578526,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893092,6.1591971,1451604581040,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893092,6.1591971,1451604581571,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893092,6.1591971,1451604582220,0.0,9.0,9.0,\N,looking,1.0,tap
46.1893092,6.1591971,1451604582748,0.0,9.0,9.0,\N,looking,1.0,impression
46.1893093,6.1591969,1451604583573,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893093,6.1591969,1451604584105,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893093,6.1591969,1451604584710,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893093,6.1591969,1451604585254,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893093,6.1591969,1451604585519,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893093,6.1591969,1451604586045,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893091,6.1591968,1451604587421,0.0,10.0,10.0,\N,looking,1.0,tap
46.1893091,6.1591968,1451604587949,0.0,10.0,10.0,\N,looking,1.0,impression
46.1893091,6.1591968,1451604590696,0.0,10.0,10.0,\N,looking,1.0,tap
